@relation cleanedleaf-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P77.8-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P14.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute Eccentricity numeric
@attribute Asp_Ratio numeric
@attribute Elongation numeric
@attribute Solidity numeric
@attribute Stoc_Convexity numeric
@attribute Isop_Factor numeric
@attribute Max_Ind_Depth numeric
@attribute Lobedness numeric
@attribute Ave_Intensity numeric
@attribute Ave_Contrast numeric
@attribute Smoothness numeric
@attribute Thir_moment numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute Class(Species) {SP_1,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,SP_8,SP_9,SP_10,SP_11,SP_12,SP_13,SP_14,SP_15,SP_22,SP_23,SP_24,SP_25,SP_26,SP_27,SP_28,SP_29,SP_30,SP_31,SP_32,SP_33,SP_34,SP_35,SP_36}

@data
0.770142,0.038089,0.388068,0.976258,1,0.886751,0.025301,0.001333,0.046621,0.098696,0.030818,0.019862,0.044941,0.129223,SP_1
0.310618,0.005318,0.744472,0.891961,0.983627,0.129733,0.104485,0.020526,0.291902,0.501445,0.320696,0.315036,0.082074,0.407546,SP_36
0.987374,0.036911,0.875623,0.953069,0.99263,0.262897,0.096546,0.012518,0.109115,0.225025,0.09496,0.075104,0.031073,0.236235,SP_8
0.372299,0.003989,0.442442,0.894592,0.983627,0.267753,0.104485,0.020526,0.454398,0.56135,0.384882,0.320231,0.126378,0.811992,SP_15
0.303903,0.003272,0.621852,0.891961,0.983627,0.075244,0.124751,0.020526,0.152714,0.264726,0.119107,0.086538,0.07079,0.327715,SP_11
0.23215,0.009517,0.254422,0.850804,0.959305,0.652506,0.219719,0.012232,0.386732,0.455971,0.275319,0.155227,0.096992,0.592927,SP_10
0.329945,0.009204,0.080023,0.956094,0.996635,0.859183,0.044485,0.002171,0.24618,0.364755,0.156782,0.122697,0.114077,0.560214,SP_4
0.817146,0.052386,0.455426,0.949094,0.970937,0.734824,0.068254,0.006446,0.000526,0.008917,0.002112,0.003146,0.001473,0.025891,SP_29
0.574023,0.013067,0.343964,0.839249,0.987005,0.645245,0.107281,0.013763,0.029225,0.175462,0.067267,0.160284,0.004462,0.052867,SP_23
0.898744,0.06141,0.699321,0.913604,0.983627,0.297536,0.22652,0.012232,0.185427,0.290042,0.13649,0.09006,0.0979,0.390217,SP_5
0.390028,0.00721,0.144446,0.924802,0.959305,0.812999,0.180732,0.036825,0.606029,0.755856,0.628198,0.163777,0.0725,0.715687,SP_10
0.18552,0.004342,0.76788,0.891961,0.983627,0.075,0.104485,0.020526,0.238134,0.747327,0.616513,0.398307,0.096992,0.880824,SP_36
0.999183,0.036911,0.986119,0.921534,0.990214,0.055072,0.149521,0.02593,0.035896,0.08655,0.026144,0.021455,0.012586,0.132472,SP_34
0.867303,0.042559,0.632938,0.921534,0.983627,0.340048,0.249509,0.012232,0.30169,0.47893,0.297869,0.265656,0.083126,0.47698,SP_5
0.761567,0.035017,0.383845,0.921891,1,0.811294,0.122087,0.017917,0.662857,0.731603,0.595144,0.433155,0.084656,0.829822,SP_25
0.276976,0.002812,0.183793,0.892504,0.990214,0.659983,0.238517,0.012232,0.244133,1,0.213366,0.169532,0.096992,0.981056,SP_10
0.592777,0.019666,0.215099,0.987215,1,0.952666,0.007114,0.000249,0.406275,0.504113,0.323433,0.21725,0.0725,0.652987,SP_13
0.8563,0.063611,0.512126,0.970338,1,0.740992,0.089172,0.010235,0.410907,0.62186,0.455204,0.439211,0.121035,0.508527,SP_28
0.907059,0.093664,0.621329,0.978107,1,0.661996,0.010632,0.000409,0.536758,0.623234,0.456857,0.319617,0.084656,0.744004,SP_28
0.355954,0.015301,0.333139,0.921534,0.990214,0.492013,0.252705,0.012232,0.337553,0.519675,0.339717,0.300264,0.14474,0.468749,SP_9
0.996847,0.036911,0.971775,0.913604,0.983627,0.092531,0.124751,0.020526,0.017605,0.076469,0.022453,0.022843,0.002881,0.040814,SP_31
0.845207,0.040862,0.614977,0.921534,0.983627,0.312912,0.244492,0.012232,0.319993,0.525213,0.345594,0.336967,0.079145,0.458785,SP_5
0.996116,0.036911,0.948145,0.91115,0.976111,0.137631,0.107284,0.009446,0.083159,0.194395,0.076136,0.064207,0.025522,0.19724,SP_34
0.848179,0.043923,0.533405,0.921534,0.990214,0.574921,0.136219,0.021863,0.123142,0.240308,0.103303,0.099074,0.038918,0.325588,SP_7
0.400848,0.013302,0.145736,0.929424,0.990197,0.839625,0.071365,0.006822,0.089196,0.164754,0.060654,0.032688,0.084378,0.254972,SP_24
0.23207,0.005884,0.193808,0.922068,0.988368,0.797252,0.094094,0.012232,0.563691,0.734271,0.598784,0.163777,0.068042,0.659998,SP_10
0.551376,0.004514,0.48741,0.913604,0.983627,0.204728,0.104485,0.020526,0.565145,0.591544,0.419427,0.292834,0.084656,0.981411,SP_15
0.99882,0.036911,0.996372,0.891961,0.990214,0.042017,0.124751,0.020526,0.027973,0.071501,0.020695,0.014827,0.013111,0.090445,SP_31
0.996132,0.036911,0.949615,0.793033,0.990214,0.104252,0.116239,0.016398,0.052573,0.129352,0.043708,0.03565,0.019612,0.138781,SP_34
0.685843,0.029033,0.296718,0.97258,0.994184,0.907744,0.054595,0.004431,0.192057,0.327149,0.163847,0.121475,0.120867,0.322894,SP_33
0.280775,0.004132,0.677911,0.891961,0.983627,0.08054,0.124751,0.020526,0.176916,0.337537,0.171864,0.149479,0.058035,0.296759,SP_11
0.481972,0.008871,0.153044,0.970803,0.999347,0.909326,0.029182,0.001296,0.231127,0.578699,0.223932,0.15048,0.068015,0.334989,SP_26
0.360352,0.008822,0.198381,0.900994,0.9952,0.583199,0.104599,0.015565,0.326835,0.396753,0.216956,0.191781,0.108788,0.521012,SP_30
0.648458,0.02403,0.264354,0.978953,1,0.905794,0.021636,0.001063,0.423668,0.561915,0.385651,0.289498,0.084656,0.536371,SP_33
0.78128,0.027168,0.403102,0.835746,0.975353,0.678244,0.220195,0.012232,0.499479,0.649057,0.530849,0.26116,0.074746,0.543042,SP_25
0.929018,0.076711,0.671012,0.913604,0.983627,0.37407,0.185785,0.038767,0.233911,0.348168,0.180284,0.120423,0.142603,0.429247,SP_5
0.902737,0.082057,0.613205,0.937056,1,0.554043,0.040009,0.00268,0.320591,0.417814,0.239667,0.15679,0.177763,0.597889,SP_14
0.923217,0.100687,0.66392,0.880796,0.981096,0.457536,0.216822,0.024308,0.230513,0.401461,0.226585,0.210167,0.054621,0.470077,SP_12
0.708517,0.028789,0.301583,0.975688,0.9971,0.92371,0.012266,0.000491,0.103088,0.230647,0.097316,0.083859,0.02319,0.207629,SP_1
0.704252,0.025128,0.292781,0.964161,1,0.947178,0.020599,0.000991,0.058865,0.129655,0.043841,0.031295,0.020263,0.164802,SP_1
0.495151,0.013155,0.342036,0.836818,0.990214,0.554967,0.221708,0.012232,0.420861,0.570889,0.395765,0.312214,0.0725,0.555827,SP_10
0.402516,0.004631,0.887895,0.891961,0.983627,0,0.124751,0.020526,0.414683,0.624123,0.457927,0.448549,0.109812,0.54858,SP_36
0.304618,0.002246,0.149477,0.91715,0.990214,0.760075,0.244696,0.012232,0.233956,0.865114,0.213366,0.169532,0.084656,0.711394,SP_10
0.467384,0.011092,0.176442,0.892937,0.965121,0.562404,0.082452,0.008925,0.238134,0.666929,0.510752,0.240815,0.096992,1,SP_30
0.664304,0.027452,0.285597,0.987962,0.9971,0.93629,0.004675,0.000153,0.271967,0.374765,0.20207,0.128316,0.168712,0.500217,SP_13
0.863582,0.044533,0.623149,0.913604,0.983627,0.382803,0.207636,0.047736,0.217864,0.37238,0.200069,0.166781,0.075625,0.381237,SP_5
0.545909,0.019261,0.296683,0.887075,0.9971,0.725975,0.086577,0.009719,0.217099,0.395946,0.220229,0.194619,0.118228,0.302241,SP_9
0.489602,0.004186,0.488632,0.897273,0.983627,0.239234,0.104485,0.020526,0.554104,0.525034,0.388108,0.274557,0.073957,0.927909,SP_15
0.511915,0.010038,0.442948,0.839867,0.983627,0.397705,0.104485,0.020526,0.118994,0.276501,0.12707,0.120426,0.034077,0.191513,SP_23
0.526638,0.013421,0.127556,0.986546,1,0.970441,0.009288,0.000345,0.192289,0.321854,0.159818,0.116552,0.111407,0.341617,SP_26
0.414244,0.008363,0.378909,0.849584,0.990214,0.498361,0.097167,0.012232,0.115811,0.289355,0.136004,0.143409,0.020796,0.183246,SP_23
0.807119,0.05425,0.477633,0.897559,0.9971,0.616894,0.115668,0.016254,0.404427,0.539643,0.361128,0.285059,0.143255,0.643693,SP_12
0.826549,0.055381,0.465905,0.944865,0.9971,0.734965,0.087408,0.009882,0.000067,0.011213,0.002676,0.00412,0.000628,0.022083,SP_29
0.47157,0.016704,0.180367,0.947658,1,0.887777,0.076008,0.007752,0.260644,0.360456,0.190218,0.113778,0.096992,0.401402,SP_24
0.67036,0.024406,0.232574,0.933977,0.997506,0.761642,0.05566,0.001709,0.201639,0.2649,0.166497,0.087047,0.154437,0.436975,SP_4
0.90741,0.09113,0.620389,0.982395,1,0.642337,0.020234,0.000967,0.415653,0.547121,0.36927,0.279913,0.068042,0.608995,SP_35
0.986911,0.036911,0.879771,0.949999,1,0.270093,0.097987,0.012086,0.199852,0.3436,0.176644,0.140489,0.066656,0.36572,SP_8
0.565498,0.00794,0.30932,0.855849,0.984178,0.68746,0.120927,0.018319,0.283435,0.538131,0.341545,0.418973,0.039217,0.367482,SP_3
0.888457,0.074498,0.587156,0.888373,0.973836,0.491603,0.146951,0.025116,0.491323,0.595788,0.424359,0.347489,0.171163,0.841164,SP_12
0.995849,0.036911,0.952625,0.866205,0.994184,0.13335,0.131202,0.020417,0.06862,0.146304,0.051504,0.036658,0.042401,0.166508,SP_34
0.996575,0.036911,0.949377,0.845139,0.96802,0.118948,0.107368,0.014221,0.082732,0.198795,0.078648,0.073688,0.014873,0.198196,SP_34
0.988453,0.036911,0.882174,0.950294,0.962204,0.254935,0.133553,0.021088,0.149208,0.280584,0.129863,0.105198,0.042418,0.307373,SP_8
0.858411,0.041388,0.589991,0.913604,0.984043,0.351844,0.206148,0.029647,0.200983,0.330985,0.153875,0.147157,0.077849,0.353386,SP_5
0.850323,0.057405,0.502397,0.903401,0.982552,0.606622,0.13211,0.020676,0.140056,0.35027,0.181951,0.210592,0.021355,0.189146,SP_22
0.804734,0.042389,0.413333,0.967007,1,0.873306,0.022862,0.000896,0.012141,0.042966,0.011937,0.011172,0.007845,0.06704,SP_1
0.59998,0.025605,0.293745,0.930998,0.985468,0.805395,0.088575,0.010114,0.290895,0.379131,0.205765,0.118646,0.096992,0.468749,SP_24
0.99966,0.036911,0.99146,0.921534,0.983627,0.020725,0.168288,0.032253,0.039425,0.134469,0.04601,0.049931,0.003687,0.098019,SP_34
0.831641,0.057819,0.474624,0.94873,0.993115,0.727958,0.08281,0.010683,0.001356,0.012344,0.007477,0.004165,0.003068,0.026048,SP_29
1,0.036911,1,0.921534,0.983627,0.010012,0.097167,0.012232,0.015053,0.059314,0.01656,0.017725,0.002048,0.067303,SP_34
0.963488,0.036027,0.755439,0.913604,0.990214,0.321722,0.124751,0.020526,0.095305,0.275127,0.126125,0.14886,0.012835,0.13877,SP_22
0.631263,0.021751,0.236069,0.978619,1,0.92539,0.030211,0.001736,0.617179,0.584591,0.41141,0.206055,0.096992,0.921586,SP_13
0.691892,0.026929,0.274173,0.983799,1,0.919447,0.00934,0.000184,0.199919,0.324295,0.181204,0.118034,0.06707,0.387071,SP_13
0.84629,0.069666,0.60131,0.981303,1,0.780423,0.008166,0.000253,0.095645,0.153014,0.067795,0.048517,0.047594,0.219087,SP_2
0.680874,0.030389,0.367662,0.969469,0.998588,0.747589,0.021754,0.0011,0.338194,0.468879,0.285851,0.25809,0.081759,0.484306,SP_33
0.570568,0.017924,0.20933,0.952084,0.9971,0.898113,0.029671,0.00169,0.227302,0.344328,0.177241,0.119279,0.148506,0.406837,SP_4
0.591651,0.016867,0.195866,0.984626,0.999588,0.950416,0.011765,0.000468,0.337528,0.418325,0.266018,0.188049,0.176066,0.591359,SP_13
0.802213,0.045199,0.443364,0.961672,0.998848,0.874946,0.029119,0.003509,0.126026,0.234687,0.104768,0.130679,0.025971,0.270329,SP_26
0.496229,0.016022,0.175538,0.961703,0.9971,0.902845,0.04704,0.003473,0.081375,0.175052,0.065809,0.047688,0.041171,0.172065,SP_24
0.443077,0.005646,0.170209,0.884754,0.976736,0.732118,0.11784,0.016808,0.04563,0.162065,0.059177,0.06412,0.00852,0.070143,SP_23
0.894105,0.080017,0.583868,0.970946,0.990163,0.64355,0.048407,0.005389,0.517493,0.619295,0.454583,0.317751,0.096992,0.646192,SP_35
0.871772,0.066345,0.526114,0.985189,1,0.65661,0.004709,0.000154,0.185551,0.36854,0.196873,0.183749,0.067318,0.265177,SP_32
0.489831,0.005795,0.633045,0.891961,0.983627,0.101379,0.124751,0.020526,0.087311,0.187178,0.072251,0.056938,0.022874,0.216648,SP_11
0.996731,0.036911,0.996268,0.891961,0.985313,0.048144,0.124751,0.020526,0.037463,0.086302,0.039142,0.02111,0.013072,0.088915,SP_31
0.895389,0.067284,0.63576,0.913789,0.983627,0.3518,0.184626,0.021603,0.301435,0.47045,0.288519,0.246862,0.086756,0.471416,SP_5
0.877409,0.071326,0.546025,0.987097,1,0.751354,0,0,0.130624,0.234091,0.099431,0.067967,0.066488,0.276622,SP_2
0.982476,0.036911,0.85779,0.942977,1,0.294176,0.060341,0.005235,0.076791,0.160484,0.058389,0.041828,0.031056,0.194805,SP_8
0.86901,0.06622,0.523816,0.978783,0.994845,0.72193,0.001766,0.001329,0.115593,0.218875,0.090123,0.067992,0.05308,0.209735,SP_32
0.547622,0.007548,0.722836,0.891961,0.983627,0.101431,0.124751,0.020526,0.244371,0.414054,0.236277,0.201667,0.087957,0.387224,SP_36
0.874369,0.066395,0.540685,0.969453,0.9971,0.722256,0.015742,0.000683,0.149208,0.240724,0.103563,0.063961,0.09231,0.330275,SP_2
0.325669,0.004986,0.655835,0.891961,0.983627,0.126604,0.124751,0.020526,0.129466,0.256355,0.113582,0.090108,0.040827,0.257741,SP_11
0.699352,0.027519,0.286965,0.978206,1,0.927262,0.01289,0.000524,0.130532,0.282362,0.131127,0.137766,0.028925,0.281466,SP_26
0.562379,0.00513,0.265912,0.862645,0.973836,0.690235,0.115775,0.016282,0.267523,0.514097,0.333868,0.387142,0.03902,0.369501,SP_3
0.605821,0.021962,0.23344,0.972501,1,0.926454,0.027637,0.001519,0.542145,0.612725,0.444297,0.287418,0.096992,0.706471,SP_33
0.695178,0.026764,0.279793,0.987549,1,0.982893,0.01075,0.000414,0.029438,0.10151,0.031935,0.030294,0.006103,0.067457,SP_1
0.866236,0.063245,0.514636,0.992152,1,0.821874,0.001673,0.00005,0.214772,0.386608,0.212157,0.183001,0.107886,0.313639,SP_32
0.855858,0.058748,0.53023,0.911092,1,0.671896,0.147007,0.025134,0.240692,0.408193,0.231011,0.218655,0.052718,0.48529,SP_7
0.21399,0.006156,0.571955,0.891961,0.983627,0.208217,0.104485,0.020526,0.374898,0.441864,0.261911,0.175026,0.068042,0.77622,SP_15
0.597824,0.020154,0.37986,0.843998,0.990214,0.473547,0.094094,0.012232,0.62095,0.638958,0.475975,0.277504,0.096992,0.805128,SP_10
0.798827,0.033103,0.588643,0.921534,0.983627,0.300935,0.094094,0.012232,0.345908,0.524566,0.344913,0.306611,0.10735,0.511677,SP_5
0.37628,0.000288,0.621472,0.891961,0.983627,0.107073,0.124751,0.020526,0.12005,0.224233,0.093423,0.069155,0.057539,0.271986,SP_11
0.352725,0.007731,0.407205,0.913604,0.99006,0.320409,0.09918,0.012857,0.218706,0.374494,0.195409,0.185003,0.0424,0.491742,SP_15
0.811758,0.05517,0.468593,0.9249,0.994184,0.758946,0.130443,0.020203,0.022793,0.071412,0.020664,0.017032,0.011317,0.061545,SP_29
0.342831,0.010326,0.235581,0.882767,0.982552,0.549516,0.092338,0.010882,0.28218,0.370521,0.198527,0.12429,0.154638,0.583002,SP_30
0.232433,0.003505,0.034078,0.973033,0.9971,0.950461,0.051373,0.004009,0.383764,0.607995,0.438698,0.471285,0.087462,0.522272,SP_26
0.584839,0.017268,0.25087,0.991518,1,0.943209,0.025661,0.001154,0.119536,0.178376,0.073098,0.025615,0.045413,0.303287,SP_27
0.931162,0.099942,0.654348,0.954818,1,0.645774,0.019861,0.000942,0.254223,0.410255,0.232845,0.186354,0.100904,0.412233,SP_14
0.803602,0.037917,0.436716,0.956038,1,0.803099,0.083192,0.009065,0.112897,0.286404,0.133948,0.147753,0.012842,0.198362,SP_26
0.479033,0.015052,0.256027,0.850607,0.990214,0.714395,0.163388,0.030536,0.30135,0.476263,0.295201,0.250688,0.147704,0.427199,SP_9
0.691741,0.025933,0.257336,0.983222,1,0.971479,0.009279,0.000345,0.230372,0.382122,0.208308,0.169265,0.09145,0.396282,SP_1
0.876297,0.076517,0.574382,0.826432,0.973836,0.558134,0.235019,0.012232,0.311687,0.570444,0.395237,0.444388,0.087626,0.356032,SP_22
0.492251,0.015085,0.34195,0.830774,0.993092,0.547765,0.154835,0.030215,0.305448,0.459798,0.275331,0.237085,0.109069,0.42958,SP_9
0.903463,0.084003,0.60162,0.957493,1,0.620818,0.025547,0.001352,0.341534,0.443966,0.263884,0.180903,0.192912,0.610177,SP_14
0.037181,0.002729,0.796593,0.891961,0.983627,0.11596,0.104485,0.020526,0.53288,0.594939,0.423345,0.263463,0.096992,0.71998,SP_36
0.300523,0.00188,0.692838,0.891961,0.983627,0.068319,0.124751,0.020526,0.123756,0.242111,0.104437,0.082204,0.040209,0.268024,SP_11
0.206356,0.001714,0,0.980291,1,0.988715,0.043975,0.003116,0.150075,0.253113,0.111471,0.079173,0.061599,0.360088,SP_26
0.807777,0.049009,0.433992,0.941915,0.9971,0.747161,0.107062,0.01415,0.003847,0.017054,0.004154,0.004721,0.002168,0.04001,SP_29
0.735382,0.03576,0.397238,0.932815,0.990513,0.741389,0.198295,0.012795,0.660664,0.877887,0.213366,0.169532,0.069332,0.639489,SP_25
0.91679,0.099626,0.646724,0.96483,1,0.520342,0.064231,0.005815,0.505925,0.606176,0.436516,0.302832,0.096992,0.643496,SP_35
0.8002,0.049636,0.43844,0.943292,1,0.793917,0.113129,0.015617,0.003454,0,0,0,0.01042,0.049474,SP_29
0.984716,0.036911,0.873935,0.923201,0.981588,0.285707,0.100835,0.011907,0.13481,0.271955,0.123028,0.102807,0.053218,0.286929,SP_8
0.37695,0.007254,0.32944,0.829816,0.990214,0.59962,0.229284,0.012232,0.586206,0.61709,0.449493,0.271008,0.096992,0.816352,SP_10
0.622064,0.019693,0.190822,0.991365,1,0.881852,0.011943,0.000474,0.068787,0.165634,0.060972,0.0537,0.015544,0.178713,SP_27
0.711931,0.028367,0.385246,0.916799,0.986254,0.77355,0.174469,0.016444,0.616786,0.654485,0.541348,0.415818,0.084656,0.730668,SP_25
0.91839,0.067405,0.65204,0.913604,0.983627,0.356258,0.179336,0.036298,0.296039,0.467249,0.286323,0.246838,0.094595,0.466149,SP_5
0.442181,0.006677,0.671345,0.891961,0.983627,0.114832,0.124751,0.020526,0.05525,0.097726,0.030436,0.016885,0.035135,0.198295,SP_11
0.808967,0.034739,0.460029,0.866421,0.990214,0.701366,0.21665,0.012232,0.232593,0.935286,0.213366,0.169532,0.0725,0.622228,SP_25
0.662489,0.026947,0.276985,0.977852,1,0.905833,0.016899,0.000753,0.425688,0.556216,0.379343,0.289042,0.178098,0.63361,SP_13
0.295259,0.00642,0.73432,0.891961,0.983627,0.150663,0.108758,0.020526,0.270935,0.459473,0.379357,0.249052,0.115602,0.450998,SP_36
0.703011,0.032679,0.331627,0.97575,0.996762,0.892842,0.023546,0.002393,0.306951,0.392526,0.218616,0.155351,0.105966,0.429383,SP_33
0.892472,0.080493,0.582934,0.984697,1,0.68726,0.019704,0.000931,0.452459,0.540209,0.361739,0.236481,0.084656,0.679099,SP_35
0.435908,0,0.223996,0.846515,0.9971,0.720602,0.09659,0.011782,0.267243,0.510863,0.33045,0.367992,0.052817,0.347249,SP_3
0.796808,0.030691,0.460933,0.835717,0.973836,0.677795,0.219944,0.012232,0.500259,0.700236,0.553517,0.161648,0.0725,0.541846,SP_25
0.835739,0.058057,0.483806,0.949094,0.972088,0.715977,0.08209,0.011367,0.002277,0.037967,0.008979,0.004193,0.003403,0.030891,SP_29
0.896601,0.08737,0.614145,0.949822,0.9971,0.613457,0.147226,0.025204,0.40057,0.520281,0.34037,0.243025,0.0725,0.600882,SP_35
0.578758,0.013171,0.469271,0.816302,0.983627,0.511942,0.104485,0.020526,0.082511,0.235373,0.100225,0.106243,0.01439,0.127033,SP_23
0.36935,0.00427,0.461349,0.891961,0.983627,0.239046,0.104485,0.020526,0.519737,0.562602,0.386443,0.250746,0.084656,0.874168,SP_15
0.583264,0.012876,0.464858,0.81356,0.983627,0.494159,0.104485,0.020526,0.086815,0.248768,0.103898,0.119514,0.008369,0.126377,SP_23
0.751721,0.034102,0.338527,0.982769,0.9971,0.93588,0.011533,0.000453,0.106939,0.227454,0.09537,0.075685,0.047744,0.197058,SP_1
0.939759,0.117062,0.715462,0.913604,0.983627,0.334418,0.124751,0.020526,0.256739,0.466198,0.285281,0.282156,0.085089,0.346934,SP_22
0.782056,0.03777,0.359716,0.996219,1,0.924932,0.010437,0.000372,0.136248,0.248954,0.111093,0.086493,0.044185,0.327218,SP_27
0.419246,0.011641,0.320317,0.818505,0.991284,0.592067,0.149607,0.025957,0.504687,0.607753,0.43842,0.314637,0.084656,0.682289,SP_9
0.854491,0.050737,0.533322,0.913655,0.996139,0.650794,0.142347,0.024372,0.136083,0.401759,0.155359,0.140308,0.051065,0.381088,SP_7
0.146002,0.005241,0.117231,0.91359,0.988368,0.581589,0.050889,0.003947,0.238134,0.695063,0.546793,0.297662,0.096992,0.948998,SP_30
0.498145,0.013587,0.157173,0.973092,1,0.94351,0.022801,0.001146,0.279739,0.589806,0.417398,0.163777,0.026487,0.322626,SP_26
0.906866,0.092311,0.625278,0.977183,1,0.561455,0.074581,0.007502,0.531425,0.596556,0.425234,0.269621,0.096992,0.71033,SP_35
0.679026,0.020753,0.32159,0.914377,0.985468,0.773296,0.113389,0.015682,0.534711,0.802017,0.210464,0.169532,0.149315,0.525029,SP_25
0.459422,0.006239,0.716366,0.891961,0.983627,0.080566,0.124751,0.020526,0.110187,0.212409,0.086425,0.065971,0.048338,0.259419,SP_11
0.33458,0.010792,0.144698,0.950663,1,0.947727,0.038539,0.00314,0.183439,0.216887,0.110969,0.054962,0.083171,0.469649,SP_4
0.863113,0.066231,0.482904,0.980462,0.997843,0.809098,0.023149,0.001323,0.172715,0.385205,0.149635,0.181562,0.153423,0.333404,SP_32
0.44741,0.003888,0.431672,0.913604,0.983627,0.26931,0.104485,0.020526,0.429248,0.560703,0.384317,0.329408,0.132992,0.73719,SP_15
0.390073,0.011829,0.264128,0.824367,1,0.621857,0.123504,0.018296,0.469351,0.602579,0.432307,0.333143,0.084656,0.608956,SP_9
0.926556,0.107041,0.665231,0.865359,0.991284,0.485242,0.138753,0.022611,0.054604,0.152723,0.05458,0.05008,0.014204,0.117451,SP_22
0.668761,0.013554,0.325313,0.898464,0.9971,0.787557,0.084609,0.009335,0.143094,0.329857,0.165904,0.171934,0.027119,0.217821,SP_3
0.995962,0.036911,0.946404,0.846692,0.962204,0.107804,0.15444,0.027522,0.06591,0.150492,0.053501,0.041773,0.022067,0.169375,SP_34
0.445266,0.011097,0.711965,0.891961,0.983627,0.168911,0.124751,0.020526,0.087042,0.189539,0.073532,0.060998,0.020111,0.221866,SP_6
0.619795,0.021951,0.24286,0.983104,1,0.939406,0.020566,0.000989,0.340343,0.426585,0.247656,0.158353,0.068042,0.631444,SP_13
0.99685,0.036911,0.971134,0.919957,0.983829,0.089391,0.110222,0.01754,0.024484,0.091951,0.023905,0.024722,0.010473,0.069937,SP_31
0.527704,0.018656,0.220166,0.91477,0.9971,0.816398,0.122561,0.018043,0.339956,0.398654,0.222591,0.116738,0.096992,0.575834,SP_24
0.495029,0.012439,0.173759,0.907785,0.985468,0.486844,0.066105,0.005947,0.469503,0.459745,0.295368,0.2213,0.113777,0.63514,SP_30
0.997051,0.036911,0.969134,0.921534,0.985468,0.086478,0.097167,0.012232,0.033149,0.098599,0.030781,0.025529,0.011053,0.080225,SP_31
0.779068,0.048599,0.430804,0.875647,0.988368,0.643427,0.208778,0.012126,0.0278,0.115443,0.037665,0.040718,0.004094,0.045563,SP_29
0.492315,0.015279,0.344011,0.783375,0.994184,0.534179,0.141425,0.023413,0.306995,0.455931,0.275305,0.207706,0.0725,0.431846,SP_9
0.836439,0.05842,0.485388,0.949094,0.973836,0.680591,0.115306,0.016162,0.015624,0.046618,0.012518,0.009825,0.006578,0.061668,SP_29
0.783398,0.046719,0.426331,0.971964,0.999552,0.794742,0.023505,0.001192,0.330792,0.44353,0.260943,0.17011,0.072599,0.490821,SP_33
0.755442,0.029521,0.37917,0.906764,0.959305,0.739184,0.182874,0.037641,0.65203,0.853999,0.213366,0.169532,0.0725,0.662046,SP_25
0.881866,0.053782,0.629147,0.960888,0.999145,0.736197,0.020366,0.000956,0.25284,0.42073,0.243444,0.242188,0.084921,0.371341,SP_14
