@relation removedFeaturescleanedleaf-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P77.8-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P14.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute Eccentricity numeric
@attribute Asp_Ratio numeric
@attribute Elongation numeric
@attribute Solidity numeric
@attribute Isop_Factor numeric
@attribute Max_Ind_Depth numeric
@attribute Ave_Contrast numeric
@attribute Entropy numeric
@attribute Class(Species) {SP_1,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,SP_8,SP_9,SP_10,SP_11,SP_12,SP_13,SP_14,SP_15,SP_22,SP_23,SP_24,SP_25,SP_26,SP_27,SP_28,SP_29,SP_30,SP_31,SP_32,SP_33,SP_34,SP_35,SP_36}

@data
0.832696,0.052586,0.453879,0.984933,0.800599,0.005796,0.15128,0.225411,SP_2
0.372707,0.011319,0.112949,0.955074,0.926621,0.068014,0.164514,0.194884,SP_24
0.570568,0.017924,0.20933,0.952084,0.898113,0.029671,0.344328,0.406837,SP_4
0.782868,0.047162,0.421491,0.913924,0.680642,0.13055,0.107844,0.04233,SP_29
0.931672,0.11165,0.672642,0.987116,0.582166,0.024486,0.593201,0.422985,SP_35
0.502018,0.007319,0.476769,0.892877,0.322577,0.099919,0.58131,0.866095,SP_15
0.896601,0.08737,0.614145,0.949822,0.613457,0.147226,0.520281,0.600882,SP_35
0.905947,0.088141,0.621626,0.913236,0.537616,0.109958,0.482568,0.572132,SP_12
0.888457,0.074498,0.587156,0.888373,0.491603,0.146951,0.595788,0.841164,SP_12
0.751186,0.032593,0.292532,0.988184,0.971611,0.010332,0.23488,0.32972,SP_27
0.547622,0.007548,0.722836,0.891961,0.101431,0.124751,0.414054,0.387224,SP_36
0.390073,0.011829,0.264128,0.824367,0.621857,0.123504,0.602579,0.608956,SP_9
0.128546,0.00681,0.175264,0.897972,0.679706,0.193152,0.8177,0.588949,SP_10
0.934065,0.112581,0.695669,0.893074,0.450656,0.144703,0.299865,0.360325,SP_14
0.91679,0.099626,0.646724,0.96483,0.520342,0.064231,0.606176,0.643496,SP_35
0.512799,0.019072,0.254908,0.884154,0.672517,0.082326,0.395822,0.305379,SP_9
0.631263,0.021751,0.236069,0.978619,0.92539,0.030211,0.584591,0.921586,SP_13
0.808967,0.034739,0.460029,0.866421,0.701366,0.21665,0.935286,0.622228,SP_25
0.442181,0.006677,0.671345,0.891961,0.114832,0.124751,0.097726,0.198295,SP_11
0.807119,0.05425,0.477633,0.897559,0.616894,0.115668,0.539643,0.643693,SP_12
0.304618,0.002246,0.149477,0.91715,0.760075,0.244696,0.865114,0.711394,SP_10
0.778096,0.033113,0.449125,0.899339,0.724033,0.103778,0.874137,0.612541,SP_25
0.907059,0.093664,0.621329,0.978107,0.661996,0.010632,0.623234,0.744004,SP_28
0.475415,0.012617,0.407003,0.913604,0.392268,0.097167,0.363609,0.431334,SP_15
0.985311,0.036911,0.868069,0.942759,0.270259,0.111446,0.202265,0.217982,SP_8
0.691741,0.025933,0.257336,0.983222,0.971479,0.009279,0.382122,0.396282,SP_1
0.852103,0.062912,0.514351,0.982199,0.788364,0.031668,0.694375,0.763223,SP_28
0.752839,0.034003,0.426445,0.85826,0.706291,0.215835,0.910188,0.634637,SP_25
0.900434,0.089389,0.62416,0.871752,0.561007,0.093067,0.377312,0.457997,SP_12
0.659903,0.027069,0.284669,0.970849,0.853895,0.021454,0.503951,0.427711,SP_33
0.170707,0.006932,0.587192,0.891961,0.15996,0.124751,0.153742,0.182478,SP_11
0.850323,0.057405,0.502397,0.903401,0.606622,0.13211,0.35027,0.189146,SP_22
0.281637,0.001859,0.792187,0.891961,0.180872,0.104485,0.664,0.482601,SP_36
0.687196,0.028123,0.283663,0.984903,0.921408,0.023051,0.549654,0.541307,SP_33
0.809705,0.036475,0.460053,0.933673,0.740813,0.107087,0.866004,0.602851,SP_25
0.845207,0.059169,0.493714,0.986192,0.803959,0.037016,0.356576,0.305778,SP_32
0.73743,0.031384,0.335863,0.967879,0.935828,0.023558,0.097132,0.107944,SP_1
0.817846,0.052749,0.457008,0.949094,0.702131,0.098954,0.035532,0.043547,SP_29
0.817202,0.030879,0.506322,0.913604,0.25632,0.187391,0.219984,0.251467,SP_7
0.922768,0.104856,0.65499,0.976278,0.642645,0.018624,0.156923,0.28976,SP_2
0.996733,0.036911,0.972274,0.891961,0.093146,0.124751,0.043481,0,SP_31
0.521791,0.013098,0.450713,0.822783,0.50333,0.104485,0.274648,0.144705,SP_23
0.901489,0.082789,0.589511,0.978599,0.731977,0.01689,0.15793,0.200351,SP_2
0.986661,0.036911,0.872611,0.9547,0.275081,0.103926,0.228,0.252767,SP_8
0.829361,0.03608,0.429677,0.968603,0.912926,0.035874,0.284612,0.538544,SP_27
0.526638,0.013421,0.127556,0.986546,0.970441,0.009288,0.321854,0.341617,SP_26
0.847958,0.04001,0.477106,0.902597,0.602517,0.115666,0.259749,0.334352,SP_7
0.625897,0.007592,0.329464,0.822321,0.676257,0.129969,0.508883,0.380883,SP_3
0,0.004869,0.079562,0.963748,0.950512,0.067693,0.216969,0.338624,SP_24
0.929018,0.076711,0.671012,0.913604,0.37407,0.185785,0.348168,0.429247,SP_5
0.838243,0.04805,0.46261,0.973623,0.786018,0.03259,0.284909,0.571423,SP_27
0.496229,0.016022,0.175538,0.961703,0.902845,0.04704,0.175052,0.172065,SP_24
0.483919,0.015486,0.242264,0.895209,0.879907,0.061055,0.234717,0.452408,SP_4
0.871665,0.067922,0.532087,0.983221,0.699946,0.008534,0.263526,0.236264,SP_32
0.931162,0.099942,0.654348,0.954818,0.645774,0.019861,0.410255,0.412233,SP_14
0.895194,0.076755,0.565877,0.966463,0.751252,0.028374,0.036104,0.043882,SP_1
0.997051,0.036911,0.969134,0.921534,0.086478,0.097167,0.098599,0.080225,SP_31
0.413915,0.007481,0.053216,0.983241,0.996871,0.022348,0.185404,0.205734,SP_26
0.603303,0.025128,0.264996,0.961014,0.865437,0.067219,0.068114,0.127293,SP_24
0.926556,0.107041,0.665231,0.865359,0.485242,0.138753,0.152723,0.117451,SP_22
0.939759,0.117062,0.715462,0.913604,0.334418,0.124751,0.466198,0.346934,SP_22
0.99693,0.036911,0.970399,0.916675,0.090889,0.121639,0.081532,0.079905,SP_31
0.891496,0.074254,0.558562,0.982612,0.652814,0.007994,0.179515,0.203304,SP_32
0.433967,0.011261,0.199769,0.885333,0.519098,0.056684,0.654578,0.803781,SP_30
0.848179,0.043923,0.533405,0.921534,0.574921,0.136219,0.240308,0.325588,SP_7
0.988453,0.036911,0.882174,0.950294,0.254935,0.133553,0.280584,0.307373,SP_8
0.502127,0.018723,0.279995,0.873955,0.641734,0.258624,0.897411,0.88362,SP_10
0.144698,0.002241,0.591748,0.891961,0.178901,0.124751,0.378282,0.261392,SP_11
0.642159,0.02201,0.255234,0.974276,0.924897,0.023973,0.564205,0.659852,SP_33
0.492315,0.015279,0.344011,0.783375,0.534179,0.141425,0.455931,0.431846,SP_9
0.871678,0.067517,0.487721,0.965244,0.701196,0.018743,0.440554,0.33363,SP_14
0.443224,0.002651,0.613027,0.891961,0.25455,0.124751,0.135932,0.138529,SP_6
0.8563,0.063611,0.512126,0.970338,0.740992,0.089172,0.62186,0.508527,SP_28
0.444812,0.011646,0.20437,0.883436,0.424251,0.067565,0.557388,0.662282,SP_30
0.83332,0.062404,0.473476,0.98856,0.850703,0.009682,0.323047,0.31312,SP_32
0.825664,0.060184,0.487326,0.90405,0.678039,0.188354,0.046218,0.068434,SP_29
0.807635,0.037398,0.478726,0.908299,0.571508,0.12392,0.28278,0.394818,SP_7
0.624019,0.022158,0.167094,0.977704,0.936607,0.014166,0.310119,0.37021,SP_26
0.849124,0.060641,0.516681,0.973846,0.787999,0.032504,0.334404,0.277546,SP_32
0.707156,0.035006,0.334935,0.94634,0.859294,0.113159,0.048408,0.084711,SP_29
0.85123,0.055592,0.484139,0.98629,0.800727,0.013293,0.237062,0.30564,SP_2
0.685707,0.025622,0.389114,0.841637,0.678398,0.221713,0.611552,0.653854,SP_25
0.429222,0.015643,0.373559,0.844855,0.488145,0.222855,0.628322,0.823352,SP_10
0.397207,0.010038,0.3091,0.84567,0.643222,0.24726,0.622102,0.939585,SP_10
0.47859,0.005691,0.632451,0.91279,0.167476,0.124751,0.175957,0.19092,SP_6
0.796808,0.030691,0.460933,0.835717,0.677795,0.219944,0.700236,0.541846,SP_25
0.335878,0.001764,0.448467,0.913604,0.290342,0.104485,0.375008,0.519712,SP_15
0.963488,0.036027,0.755439,0.913604,0.321722,0.124751,0.275127,0.13877,SP_22
0.414244,0.008363,0.378909,0.849584,0.498361,0.097167,0.289355,0.183246,SP_23
0.771905,0.023154,0.343685,0.925068,0.743705,0.11032,0.860499,0.537429,SP_25
0.863798,0.081347,0.596351,0.921534,0.486294,0.094094,0.526587,0.656492,SP_12
0.73638,0.031228,0.334053,0.96837,0.928523,0.01619,0.191386,0.15714,SP_1
0.909146,0.100092,0.641657,0.9106,0.555903,0.215151,0.402413,0.260892,SP_35
0.459422,0.006239,0.716366,0.891961,0.080566,0.124751,0.212409,0.259419,SP_11
0.435625,0.013493,0.230038,0.903401,0.764217,0.237395,0.795994,0.502895,SP_10
0.21399,0.006156,0.571955,0.891961,0.208217,0.104485,0.441864,0.77622,SP_15
0.996107,0.036911,0.948668,0.831935,0.107536,0.131115,0.130305,0.16099,SP_34
0.834477,0.054732,0.467998,0.98153,0.824451,0.020348,0.151612,0.109716,SP_32
0.755442,0.029521,0.37917,0.906764,0.739184,0.182874,0.853999,0.662046,SP_25
0.869143,0.080981,0.600534,0.915739,0.455375,0.096099,0.53503,0.59002,SP_12
0.668761,0.013554,0.325313,0.898464,0.787557,0.084609,0.329857,0.217821,SP_3
0.813791,0.032765,0.49004,0.920661,0.267403,0.128368,0.187487,0.24948,SP_7
0.355954,0.015301,0.333139,0.921534,0.492013,0.252705,0.519675,0.468749,SP_9
0.858569,0.059274,0.530634,0.938886,0.623383,0.085751,0.307383,0.354417,SP_26
0.667877,0.030757,0.2893,0.987547,0.987847,0.010731,0.249535,0.383224,SP_27
0.49692,0.012489,0.172053,0.90942,0.604365,0.0626,0.430668,0.468079,SP_30
0.874369,0.066395,0.540685,0.969453,0.722256,0.015742,0.240724,0.330275,SP_2
0.985584,0.036911,0.870446,0.969492,0.30482,0.045541,0.411589,0.392501,SP_8
0.331953,0.003694,0.044925,0.975747,0.977609,0.006994,0.466804,0.397267,SP_26
0.285403,0.002163,0.78935,0.891961,0.185185,0.104485,0.592231,0.466583,SP_36
0.301167,0.004445,0.809346,0.891961,0.14582,0.104485,0.607209,0.517943,SP_36
0.920658,0.100669,0.658,0.880938,0.459889,0.220836,0.4069,0.485723,SP_12
0.898791,0.079597,0.583175,0.961937,0.533576,0.10085,0.346934,0.449868,SP_14
0.728877,0.031595,0.33534,0.987077,0.955206,0.013997,0.261901,0.383561,SP_27
0.511915,0.010038,0.442948,0.839867,0.397705,0.104485,0.276501,0.191513,SP_23
0.422615,0.006466,0.421229,0.913604,0.297472,0.104485,0.589523,0.910323,SP_15
0.085966,0.00269,0.169888,0.886957,0.505863,0.08594,0.391621,0.489032,SP_30
0.359754,0.004903,0.690674,0.891961,0.096929,0.124751,0.160824,0.230617,SP_11
0.548839,0.012083,0.604585,0.913604,0.205949,0.124751,0.192296,0.247445,SP_6
0.386319,0.008668,0.158398,0.899428,0.719191,0.088927,0.251949,0.242586,SP_30
0.982476,0.036911,0.85779,0.942977,0.294176,0.060341,0.160484,0.194805,SP_8
0.46135,0.005829,0.671012,0.891961,0.093864,0.124751,0.211714,0.28976,SP_11
0.7093,0.030297,0.333555,0.925353,0.773937,0.051327,0.124606,0.27863,SP_4
0.268094,0.001459,0.801518,0.891961,0.072653,0.104485,0.701772,0.600252,SP_36
0.664304,0.027452,0.285597,0.987962,0.93629,0.004675,0.374765,0.500217,SP_13
0.877409,0.071326,0.546025,0.987097,0.751354,0,0.234091,0.276622,SP_2
0.535848,0.014652,0.1618,0.976101,0.952115,0.023464,0.332848,0.370643,SP_26
0.986911,0.036911,0.879771,0.949999,0.270093,0.097987,0.3436,0.36572,SP_8
0.443077,0.005646,0.170209,0.884754,0.732118,0.11784,0.162065,0.070143,SP_23
0.996847,0.036911,0.971775,0.913604,0.092531,0.124751,0.076469,0.040814,SP_31
0.857185,0.072568,0.570813,0.829422,0.479869,0.097167,0.567372,0.598677,SP_12
0.845479,0.0573,0.48264,0.989044,0.815372,0.014848,0.428444,0.353393,SP_32
0.406713,0.003272,0.694765,0.891961,0.080733,0.124751,0.205279,0.238112,SP_11
0.995849,0.036911,0.952625,0.866205,0.13335,0.131202,0.146304,0.166508,SP_34
0.452219,0.015728,0.258026,0.856252,0.6948,0.107281,0.359203,0.375645,SP_9
0.912183,0.096289,0.658553,0.94523,0.562363,0.114804,0.465353,0.517603,SP_28
0.542892,0.004293,0.259667,0.85578,0.742005,0.111737,0.460013,0.261041,SP_3
0.996257,0.036911,0.959119,0.921534,0.123001,0.104485,0.110241,0.098413,SP_31
0.795821,0.050246,0.440974,0.9118,0.650788,0.17958,0.00247,0.035828,SP_29
0.297109,0.003727,0.49551,0.891961,0.236878,0.097167,0.441945,0.662951,SP_15
0.631707,0.010339,0.327734,0.895243,0.702782,0.112912,0.487268,0.291235,SP_3
0.86745,0.064698,0.550319,0.874604,0.476753,0.235672,0.535965,0.618763,SP_12
0.894355,0.074076,0.567673,0.932237,0.6117,0.105563,0.40791,0.324879,SP_22
0.884317,0.069146,0.558182,0.942957,0.64208,0.02705,0.476101,0.507306,SP_14
0.998038,0.036911,0.988129,0.891961,0.047634,0.124751,0.089792,0.080639,SP_31
0.601714,0.012445,0.597278,0.899344,0.226034,0.121656,0.239,0.239614,SP_6
0.592732,0.012517,0.593556,0.913604,0.208999,0.124751,0.253845,0.229428,SP_6
0.692025,0.026138,0.264282,1,0.979661,0.000664,0.195994,0.319444,SP_27
0.933539,0.036027,0.695612,0.935555,0.497094,0.158325,0.493695,0.492912,SP_28
0.467384,0.011092,0.176442,0.892937,0.562404,0.082452,0.666929,1,SP_30
0.804124,0.036442,0.457733,0.788194,0.632206,0.098476,0.273995,0.368359,SP_7
0.45573,0.006935,0.616613,0.909169,0.230614,0.124751,0.196501,0.291669,SP_6
0.870853,0.068392,0.535166,0.972639,0.771193,0.032079,0.21743,0.22927,SP_32
0.76126,0.033059,0.407194,0.842031,0.704598,0.097167,0.884355,0.622071,SP_25
0.984745,0.036911,0.885871,0.944122,0.265509,0.109182,0.229348,0.233056,SP_8
0.854229,0.064666,0.520053,0.98147,0.700923,0.03587,0.673402,0.785925,SP_28
0.716475,0.030756,0.294704,0.969648,0.964635,0.011829,0.217238,0.267322,SP_1
0.292799,0.007492,0.844076,0.891961,0.060086,0.104485,0.708159,0.732031,SP_36
0.303903,0.003272,0.621852,0.891961,0.075244,0.124751,0.264726,0.327715,SP_11
0.532298,0.007504,0.232869,0.880348,0.634604,0.196007,0.243695,0.147852,SP_23
0.926315,0.107775,0.64023,0.953143,0.597408,0.136666,0.581582,0.488629,SP_35
0.700073,0.020356,0.212376,0.929464,0.89539,0.019823,0.162351,0.377244,SP_4
0.571439,0.027493,0.261038,0.989598,0.938221,0.026503,0.216991,0.361706,SP_27
0.206356,0.001714,0,0.980291,0.988715,0.043975,0.253113,0.360088,SP_26
0.868142,0.060639,0.524532,0.951632,0.693261,0.022767,0.661917,0.724666,SP_14
0.876297,0.076517,0.574382,0.826432,0.558134,0.235019,0.570444,0.356032,SP_22
0.90741,0.09113,0.620389,0.982395,0.642337,0.020234,0.547121,0.608995,SP_35
0.801527,0.035244,0.43649,0.921534,0.54549,0.087755,0.170383,0.234886,SP_7
0.806086,0.04633,0.452083,0.960562,0.77672,0.06808,0.22049,0.20178,SP_26
0.312261,0.007011,0.786299,0.891961,0.026698,0.104485,0.74573,0.82194,SP_36
0.551376,0.004514,0.48741,0.913604,0.204728,0.104485,0.591544,0.981411,SP_15
0.882445,0.066434,0.533394,0.966817,0.722975,0.01278,0.657107,0.740026,SP_14
0.807777,0.049009,0.433992,0.941915,0.747161,0.107062,0.017054,0.04001,SP_29
0.591702,0.02431,0.261751,0.96166,0.868895,0.055921,0.155417,0.149734,SP_24
0.562379,0.00513,0.265912,0.862645,0.690235,0.115775,0.514097,0.369501,SP_3
0.618948,0.005346,0.265513,0.86529,0.701767,0.078412,0.346735,0.210051,SP_3
0.720598,0.030058,0.322293,0.986361,0.910593,0.012203,0.342191,0.460077,SP_13
0.556866,0.003217,0.281886,0.824918,0.765332,0.148251,0.528285,0.417983,SP_3
0.929676,0.078114,0.740059,0.913604,0.328314,0.104485,0.352048,0.448545,SP_5
0.869594,0.081519,0.602191,0.921534,0.418198,0.094094,0.457386,0.581584,SP_12
0.903883,0.095517,0.64105,0.946832,0.611469,0.099491,0.481356,0.550864,SP_28
0.881458,0.078402,0.577617,0.980704,0.679116,0.074402,0.622749,0.653027,SP_35
0.47157,0.016704,0.180367,0.947658,0.887777,0.076008,0.360456,0.401402,SP_24
0.883763,0.08693,0.599391,0.975618,0.707581,0.04656,0.207533,0.291168,SP_2
0.37695,0.007254,0.32944,0.829816,0.59962,0.229284,0.61709,0.816352,SP_10
0.680057,0.023642,0.324977,0.879519,0.715147,0.192324,0.633041,0.624378,SP_25
0.849325,0.055087,0.499138,0.957257,0.762332,0.03293,0.163831,0.241271,SP_7
0.47622,0.003799,0.534131,0.891961,0.24883,0.104485,0.522383,0.827459,SP_15
0.597824,0.020154,0.37986,0.843998,0.473547,0.094094,0.638958,0.805128,SP_10
0.409548,0.005357,0.502385,0.913604,0.332341,0.124751,0.034989,0.054712,SP_6
0.723966,0.036581,0.355512,0.965361,0.862911,0.035729,0.230825,0.106219,SP_33
0.872849,0.069251,0.543706,0.978284,0.765589,0.047345,0.202922,0.172656,SP_32
0.986835,0.036911,0.874022,0.956136,0.268257,0.13021,0.28408,0.33419,SP_8
0.567233,0.012367,0.287084,0.878066,0.671191,0.114908,0.148677,0.081872,SP_23
0.867303,0.042559,0.632938,0.921534,0.340048,0.249509,0.47893,0.47698,SP_5
0.704252,0.025128,0.292781,0.964161,0.947178,0.020599,0.129655,0.164802,SP_1
0.601971,0.013061,0.448126,0.830899,0.590374,0.09819,0.195366,0.10937,SP_23
0.922496,0.104185,0.675175,0.928205,0.553056,0.123759,0.363285,0.478674,SP_28
0.700078,0.027746,0.357618,0.904207,0.701738,0.061947,0.237567,0.45906,SP_4
0.312841,0.006766,0.074673,0.941325,0.917811,0.0455,0.181071,0.339963,SP_4
0.904843,0.090618,0.636748,0.912767,0.604059,0.060374,0.398604,0.355201,SP_12
0.894059,0.07919,0.565276,0.954826,0.70711,0.01722,0.628734,0.697911,SP_14
0.926341,0.104357,0.664946,0.87486,0.451335,0.167599,0.387053,0.453547,SP_12
0.790263,0.040507,0.382941,0.991503,0.914092,0.029451,0.285273,0.338309,SP_27
0.681181,0.027591,0.27312,0.988493,0.955449,0.006147,0.371895,0.468828,SP_13
0.863582,0.044533,0.623149,0.913604,0.382803,0.207636,0.37238,0.381237,SP_5
0.648728,0.022618,0.241814,0.97703,0.921414,0.019431,0.588705,0.674299,SP_33
0.808007,0.050782,0.454707,0.944674,0.771697,0.107711,0.004902,0.026006,SP_29
0.907607,0.08419,0.594499,0.974254,0.719628,0.011992,0.191481,0.212548,SP_2
0.342831,0.010326,0.235581,0.882767,0.549516,0.092338,0.370521,0.583002,SP_30
0.866202,0.040452,0.565984,0.913604,0.432343,0.192438,0.271044,0.364617,SP_5
0.720835,0.032088,0.361519,0.835717,0.743583,0.21069,0.889327,0.647316,SP_25
0.761567,0.035017,0.383845,0.921891,0.811294,0.122087,0.731603,0.829822,SP_25
0.898744,0.06141,0.699321,0.913604,0.297536,0.22652,0.290042,0.390217,SP_5
0.699352,0.027519,0.286965,0.978206,0.927262,0.01289,0.282362,0.281466,SP_26
0.310618,0.005318,0.744472,0.891961,0.129733,0.104485,0.501445,0.407546,SP_36
0.490058,0.014991,0.244097,0.891835,0.660342,0.197317,0.917905,0.800914,SP_10
0.657623,0.024629,0.271359,0.98273,0.931327,0.004189,0.305079,0.380804,SP_13
0.830031,0.038516,0.508118,0.913604,0.37752,0.166141,0.346753,0.416486,SP_7
0.866107,0.040697,0.569003,0.913604,0.402479,0.202355,0.342582,0.37282,SP_5
0.518901,0.019602,0.256791,0.938721,0.844509,0.055401,0.173414,0.256903,SP_24
0.798827,0.033103,0.588643,0.921534,0.300935,0.094094,0.524566,0.511677,SP_5
0.436615,0.008776,0.427639,0.894344,0.386312,0.097167,0.414933,0.459091,SP_15
0.522241,0.014648,0.194346,0.954281,0.945249,0.021555,0.209914,0.392424,SP_4
0.409616,0.011053,0.288024,0.822774,0.557339,0.139334,0.566119,0.561695,SP_9
0.741386,0.028113,0.35645,0.969921,0.769138,0.023125,0.453794,0.428447,SP_33
0.588002,0.010837,0.435384,0.803006,0.468199,0.104485,0.284747,0.125915,SP_23
0.904731,0.09598,0.566039,0.9731,0.673738,0.015163,0.240084,0.323551,SP_2
0.817146,0.052386,0.455426,0.949094,0.734824,0.068254,0.008917,0.025891,SP_29
0.903406,0.080437,0.598849,0.953697,0.623409,0.02481,0.624285,0.661927,SP_14
0.662489,0.026947,0.276985,0.977852,0.905833,0.016899,0.556216,0.63361,SP_13
0.810771,0.046469,0.428746,0.98629,0.861436,0.0107,0.30419,0.249726,SP_32
0.458435,0.011515,0.132907,0.951459,0.907069,0.034702,0.13054,0.283654,SP_4
0.695972,0.028168,0.287369,0.986192,0.939765,0.075743,0.545666,0.544524,SP_33
0.80071,0.042376,0.400854,0.966758,0.867617,0.023409,0.048198,0.068032,SP_1
0.897463,0.077487,0.576903,0.966561,0.659431,0.018514,0.459932,0.537119,SP_14
0.489151,0.014791,0.241837,0.882393,0.665177,0.077135,0.3704,0.305923,SP_9
0.761376,0.034655,0.384094,0.90903,0.792296,0.10862,0.880358,0.778834,SP_25
0.527704,0.018656,0.220166,0.91477,0.816398,0.122561,0.398654,0.575834,SP_24
0.493875,0.01002,0.432635,0.841597,0.452099,0.097358,0.279656,0.188251,SP_23
0.997845,0.036911,0.983452,0.891961,0.089715,0.124751,0.087704,0.022101,SP_31
